BracketedTree #	ILLOC Force	SOW	Bracketed Tree	
1690	DEC	Adv Verb S                                        	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](IP[ILLOC DEC][+FIN][SLASH Adv](Ibar[ILLOC DEC][+FIN][SLASH Adv](VP[+FIN][SLASH Adv](Vbar[+FIN][SLASH Adv]"Adv[+NULL][SLASH Adv]"(V[+FIN]"Verb[+FIN]"))))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7682	
1704	DEC	Adv O1 Verb Aux S                                 	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](IP[ILLOC DEC][+FIN][SLASH Adv](Ibar[ILLOC DEC][+FIN][SLASH Adv](VP[SLASH Adv](Vbar[SLASH Adv]"Adv[+NULL][SLASH Adv]""O1"(V"Verb")))(I[ILLOC DEC][+FIN]"Aux[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7682	
1706	DEC	Adv O2 O1 Verb Aux S                              	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](IP[ILLOC DEC][+FIN][SLASH Adv](Ibar[ILLOC DEC][+FIN][SLASH Adv](VP[SLASH Adv](Vbar[SLASH Adv]"Adv[+NULL][SLASH Adv]""O2""O1"(V"Verb")))(I[ILLOC DEC][+FIN]"Aux[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7682	
1708	DEC	Adv O3 P O1 Verb Aux S                            	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](IP[ILLOC DEC][+FIN][SLASH Adv](Ibar[ILLOC DEC][+FIN][SLASH Adv](VP[SLASH Adv](Vbar[SLASH Adv]"Adv[+NULL][SLASH Adv]"(PP"O3""P")"O1"(V"Verb")))(I[ILLOC DEC][+FIN]"Aux[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7682	
1710	DEC	Adv O3 P O2 O1 Verb Aux S                         	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](IP[ILLOC DEC][+FIN][SLASH Adv](Ibar[ILLOC DEC][+FIN][SLASH Adv](VP[SLASH Adv](Vbar[SLASH Adv]"Adv[+NULL][SLASH Adv]"(PP"O3""P")"O2""O1"(V"Verb")))(I[ILLOC DEC][+FIN]"Aux[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7682	
1712	DEC	Adv O3 P Verb Aux S                               	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](IP[ILLOC DEC][+FIN][SLASH Adv](Ibar[ILLOC DEC][+FIN][SLASH Adv](VP[SLASH Adv](Vbar[SLASH Adv]"Adv[+NULL][SLASH Adv]"(PP"O3""P")(V"Verb")))(I[ILLOC DEC][+FIN]"Aux[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7682	
1714	DEC	Adv Verb Aux S                                    	(CP[ILLOC DEC][+FIN]"Adv[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH Adv](IP[ILLOC DEC][+FIN][SLASH Adv](Ibar[ILLOC DEC][+FIN][SLASH Adv](VP[SLASH Adv](Vbar[SLASH Adv]"Adv[+NULL][SLASH Adv]"(V"Verb")))(I[ILLOC DEC][+FIN]"Aux[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7682	
5520	DEC	O1 Adv Verb Never S                               	(CP[ILLOC DEC][+FIN]"O1[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1](Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[+FIN][SLASH O1](Negbar[+FIN][SLASH O1](VP[+FIN][SLASH O1](Vbar[+FIN][SLASH O1]"Adv""O1[+NULL][SLASH O1]"(V[+FIN]"Verb[+FIN]"))))"Never"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7682	
5522	DEC	O1 Adv O2 Verb Never S                            	(CP[ILLOC DEC][+FIN]"O1[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1](Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[+FIN][SLASH O1](Negbar[+FIN][SLASH O1](VP[+FIN][SLASH O1](Vbar[+FIN][SLASH O1]"Adv""O2""O1[+NULL][SLASH O1]"(V[+FIN]"Verb[+FIN]"))))"Never"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7682	
5524	DEC	O1 Adv O3 P Verb Never S                          	(CP[ILLOC DEC][+FIN]"O1[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1](Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[+FIN][SLASH O1](Negbar[+FIN][SLASH O1](VP[+FIN][SLASH O1](Vbar[+FIN][SLASH O1]"Adv"(PP"O3""P")"O1[+NULL][SLASH O1]"(V[+FIN]"Verb[+FIN]"))))"Never"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7682	
5526	DEC	O1 Adv O3 P O2 Verb Never S                       	(CP[ILLOC DEC][+FIN]"O1[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1](Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[+FIN][SLASH O1](Negbar[+FIN][SLASH O1](VP[+FIN][SLASH O1](Vbar[+FIN][SLASH O1]"Adv"(PP"O3""P")"O2""O1[+NULL][SLASH O1]"(V[+FIN]"Verb[+FIN]"))))"Never"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7682	
5528	DEC	O1 Verb Never S                                   	(CP[ILLOC DEC][+FIN]"O1[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1](Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[+FIN][SLASH O1](Negbar[+FIN][SLASH O1](VP[+FIN][SLASH O1](Vbar[+FIN][SLASH O1]"O1[+NULL][SLASH O1]"(V[+FIN]"Verb[+FIN]"))))"Never"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7682	
5530	DEC	O1 O2 Verb Never S                                	(CP[ILLOC DEC][+FIN]"O1[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1](Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[+FIN][SLASH O1](Negbar[+FIN][SLASH O1](VP[+FIN][SLASH O1](Vbar[+FIN][SLASH O1]"O2""O1[+NULL][SLASH O1]"(V[+FIN]"Verb[+FIN]"))))"Never"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7682	
5532	DEC	O1 O3 P Verb Never S                              	(CP[ILLOC DEC][+FIN]"O1[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1](Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[+FIN][SLASH O1](Negbar[+FIN][SLASH O1](VP[+FIN][SLASH O1](Vbar[+FIN][SLASH O1](PP"O3""P")"O1[+NULL][SLASH O1]"(V[+FIN]"Verb[+FIN]"))))"Never"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7682	
5534	DEC	O1 O3 P O2 Verb Never S                           	(CP[ILLOC DEC][+FIN]"O1[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1](Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[+FIN][SLASH O1](Negbar[+FIN][SLASH O1](VP[+FIN][SLASH O1](Vbar[+FIN][SLASH O1](PP"O3""P")"O2""O1[+NULL][SLASH O1]"(V[+FIN]"Verb[+FIN]"))))"Never"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7682	
5536	DEC	O1 Adv Verb Not Aux S                             	(CP[ILLOC DEC][+FIN]"O1[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1](Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[SLASH O1](NegBar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1]"Adv""O1[+NULL][SLASH O1]"(V"Verb")))(Neg"Not")))(I[ILLOC DEC][+FIN]"Aux[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7682	
5538	DEC	O1 Adv O2 Verb Not Aux S                          	(CP[ILLOC DEC][+FIN]"O1[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1](Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[SLASH O1](NegBar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1]"Adv""O2""O1[+NULL][SLASH O1]"(V"Verb")))(Neg"Not")))(I[ILLOC DEC][+FIN]"Aux[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7682	
5540	DEC	O1 Adv O3 P Verb Not Aux S                        	(CP[ILLOC DEC][+FIN]"O1[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1](Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[SLASH O1](NegBar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1]"Adv"(PP"O3""P")"O1[+NULL][SLASH O1]"(V"Verb")))(Neg"Not")))(I[ILLOC DEC][+FIN]"Aux[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7682	
5542	DEC	O1 Adv O3 P O2 Verb Not Aux S                     	(CP[ILLOC DEC][+FIN]"O1[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1](Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[SLASH O1](NegBar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1]"Adv"(PP"O3""P")"O2""O1[+NULL][SLASH O1]"(V"Verb")))(Neg"Not")))(I[ILLOC DEC][+FIN]"Aux[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7682	
5544	DEC	O1 Verb Not Aux S                                 	(CP[ILLOC DEC][+FIN]"O1[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1](Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[SLASH O1](NegBar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1]"O1[+NULL][SLASH O1]"(V"Verb")))(Neg"Not")))(I[ILLOC DEC][+FIN]"Aux[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7682	
5546	DEC	O1 O2 Verb Not Aux S                              	(CP[ILLOC DEC][+FIN]"O1[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1](Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[SLASH O1](NegBar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1]"O2""O1[+NULL][SLASH O1]"(V"Verb")))(Neg"Not")))(I[ILLOC DEC][+FIN]"Aux[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7682	
5548	DEC	O1 O3 P Verb Not Aux S                            	(CP[ILLOC DEC][+FIN]"O1[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1](Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[SLASH O1](NegBar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1](PP"O3""P")"O1[+NULL][SLASH O1]"(V"Verb")))(Neg"Not")))(I[ILLOC DEC][+FIN]"Aux[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7682	
5550	DEC	O1 O3 P O2 Verb Not Aux S                         	(CP[ILLOC DEC][+FIN]"O1[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1](Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[SLASH O1](NegBar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1](PP"O3""P")"O2""O1[+NULL][SLASH O1]"(V"Verb")))(Neg"Not")))(I[ILLOC DEC][+FIN]"Aux[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7682	
5552	DEC	O1 Adv Verb Never Aux S                           	(CP[ILLOC DEC][+FIN]"O1[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1](Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[SLASH O1](Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1]"Adv""O1[+NULL][SLASH O1]"(V"Verb"))))"Never")(I[ILLOC DEC][+FIN]"Aux[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7682	
5554	DEC	O1 Adv O2 Verb Never Aux S                        	(CP[ILLOC DEC][+FIN]"O1[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1](Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[SLASH O1](Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1]"Adv""O2""O1[+NULL][SLASH O1]"(V"Verb"))))"Never")(I[ILLOC DEC][+FIN]"Aux[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7682	
5556	DEC	O1 Adv O3 P Verb Never Aux S                      	(CP[ILLOC DEC][+FIN]"O1[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O1](IP[ILLOC DEC][+FIN][SLASH O1](Ibar[ILLOC DEC][+FIN][SLASH O1](NegP[SLASH O1](Negbar[SLASH O1](VP[SLASH O1](Vbar[SLASH O1]"Adv"(PP"O3""P")"O1[+NULL][SLASH O1]"(V"Verb"))))"Never")(I[ILLOC DEC][+FIN]"Aux[+FIN]"))"S")(C[ILLOC DEC][+FIN]"THAT[+NULL]")))       7682	
