UR #	ILLOC	SR	
16957	DEC	S[+WA] Aux Not Verb P O3 Adv                      	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")(PP"P""O3")"Adv"))))))))        627	
16958	DEC	S[+WA] Aux Not Verb P O3                          	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")(PP"P""O3")))))))))        627	
16959	DEC	S[+WA] Aux Not Verb                               	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")))))))))        627	
16960	DEC	S[+WA] Aux Verb Adv                               	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")"Adv"))))))        627	
16961	DEC	S[+WA] Aux Verb O1 Adv                            	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")"O1""Adv"))))))        627	
16962	DEC	S[+WA] Aux Verb O1 O2 Adv                         	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")"O1""O2""Adv"))))))        627	
16963	DEC	S[+WA] Aux Verb O1 O2 P O3 Adv                    	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")"Adv"))))))        627	
16964	DEC	S[+WA] Aux Verb O1 O2 P O3                        	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")))))))        627	
16965	DEC	S[+WA] Aux Verb O1 O2                             	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")"O1""O2"))))))        627	
16966	DEC	S[+WA] Aux Verb O1 P O3 Adv                       	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")"O1"(PP"P""O3")"Adv"))))))        627	
16967	DEC	S[+WA] Aux Verb O1 P O3                           	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")"O1"(PP"P""O3")))))))        627	
16968	DEC	S[+WA] Aux Verb O1                                	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")"O1"))))))        627	
16969	DEC	S[+WA] Aux Verb P O3 Adv                          	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")(PP"P""O3")"Adv"))))))        627	
16970	DEC	S[+WA] Aux Verb P O3                              	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")(PP"P""O3")))))))        627	
16971	DEC	S[+WA] Aux Verb                                   	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")))))))        627	
17032	DEC	S[+WA] Never Verb Adv                             	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"Adv"))))))))        627	
17033	DEC	S[+WA] Never Verb O1 Adv                          	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""Adv"))))))))        627	
17034	DEC	S[+WA] Never Verb O1 O2 Adv                       	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""O2""Adv"))))))))        627	
17035	DEC	S[+WA] Never Verb O1 O2 P O3 Adv                  	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""O2"(PP"P""O3")"Adv"))))))))        627	
17036	DEC	S[+WA] Never Verb O1 O2 P O3                      	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""O2"(PP"P""O3")))))))))        627	
17037	DEC	S[+WA] Never Verb O1 O2                           	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""O2"))))))))        627	
17038	DEC	S[+WA] Never Verb O1 P O3 Adv                     	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1"(PP"P""O3")"Adv"))))))))        627	
17039	DEC	S[+WA] Never Verb O1 P O3                         	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1"(PP"P""O3")))))))))        627	
17040	DEC	S[+WA] Never Verb O1                              	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1"))))))))        627	
17041	DEC	S[+WA] Never Verb P O3 Adv                        	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")(PP"P""O3")"Adv"))))))))        627	
17042	DEC	S[+WA] Never Verb P O3                            	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")(PP"P""O3")))))))))        627	
17043	DEC	S[+WA] Never Verb                                 	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")))))))))        627	
17103	DEC	S[+WA] Verb Adv                                   	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"Adv"))))))        627	
17104	DEC	S[+WA] Verb O1 Adv                                	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""Adv"))))))        627	
17105	DEC	S[+WA] Verb O1 O2 Adv                             	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""O2""Adv"))))))        627	
17106	DEC	S[+WA] Verb O1 O2 P O3 Adv                        	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""O2"(PP"P""O3")"Adv"))))))        627	
17107	DEC	S[+WA] Verb O1 O2 P O3                            	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""O2"(PP"P""O3")))))))        627	
17108	DEC	S[+WA] Verb O1 O2                                 	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""O2"))))))        627	
17109	DEC	S[+WA] Verb O1 P O3 Adv                           	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1"(PP"P""O3")"Adv"))))))        627	
17110	DEC	S[+WA] Verb O1 P O3                               	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1"(PP"P""O3")))))))        627	
17111	DEC	S[+WA] Verb O1                                    	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1"))))))        627	
17112	DEC	S[+WA] Verb P O3 Adv                              	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")(PP"P""O3")"Adv"))))))        627	
17113	DEC	S[+WA] Verb P O3                                  	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")(PP"P""O3")))))))        627	
17114	DEC	S[+WA] Verb                                       	(CP[ILLOC DEC][+FIN]"S[+TOPIC][+WA]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")))))))        627	
18420	DEC	S Aux Never Verb Adv                              	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"Adv"))))))))        627	
18421	DEC	S Aux Never Verb O1 Adv                           	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""Adv"))))))))        627	
18422	DEC	S Aux Never Verb O1 O2 Adv                        	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""O2""Adv"))))))))        627	
18423	DEC	S Aux Never Verb O1 O2 P O3 Adv                   	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")"Adv"))))))))        627	
18424	DEC	S Aux Never Verb O1 O2 P O3                       	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")))))))))        627	
18425	DEC	S Aux Never Verb O1 O2                            	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""O2"))))))))        627	
18426	DEC	S Aux Never Verb O1 P O3 Adv                      	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1"(PP"P""O3")"Adv"))))))))        627	
18427	DEC	S Aux Never Verb O1 P O3                          	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1"(PP"P""O3")))))))))        627	
18428	DEC	S Aux Never Verb O1                               	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1"))))))))        627	
18429	DEC	S Aux Never Verb P O3 Adv                         	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")(PP"P""O3")"Adv"))))))))        627	
18430	DEC	S Aux Never Verb P O3                             	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")(PP"P""O3")))))))))        627	
18431	DEC	S Aux Never Verb                                  	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")))))))))        627	
18432	DEC	S Aux Not Verb Adv                                	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"Adv"))))))))        627	
18433	DEC	S Aux Not Verb O1 Adv                             	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""Adv"))))))))        627	
18434	DEC	S Aux Not Verb O1 O2 Adv                          	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""O2""Adv"))))))))        627	
18435	DEC	S Aux Not Verb O1 O2 P O3 Adv                     	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")"Adv"))))))))        627	
18436	DEC	S Aux Not Verb O1 O2 P O3                         	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")))))))))        627	
18437	DEC	S Aux Not Verb O1 O2                              	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""O2"))))))))        627	
18438	DEC	S Aux Not Verb O1 P O3 Adv                        	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1"(PP"P""O3")"Adv"))))))))        627	
18439	DEC	S Aux Not Verb O1 P O3                            	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1"(PP"P""O3")))))))))        627	
18440	DEC	S Aux Not Verb O1                                 	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1"))))))))        627	
18441	DEC	S Aux Not Verb P O3 Adv                           	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")(PP"P""O3")"Adv"))))))))        627	
18442	DEC	S Aux Not Verb P O3                               	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")(PP"P""O3")))))))))        627	
