UR #	ILLOC	SR	
18449	DEC	S Aux Verb O1 O2                                  	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")"O1""O2"))))))        611	
18450	DEC	S Aux Verb O1 P O3 Adv                            	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")"O1"(PP"P""O3")"Adv"))))))        611	
18451	DEC	S Aux Verb O1 P O3                                	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")"O1"(PP"P""O3")))))))        611	
18452	DEC	S Aux Verb O1                                     	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")"O1"))))))        611	
18453	DEC	S Aux Verb P O3 Adv                               	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")(PP"P""O3")"Adv"))))))        611	
18454	DEC	S Aux Verb P O3                                   	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")(PP"P""O3")))))))        611	
18455	DEC	S Aux Verb                                        	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")))))))        611	
18516	DEC	S Never Verb Adv                                  	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"Adv"))))))))        611	
18517	DEC	S Never Verb O1 Adv                               	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""Adv"))))))))        611	
18518	DEC	S Never Verb O1 O2 Adv                            	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""O2""Adv"))))))))        611	
18519	DEC	S Never Verb O1 O2 P O3 Adv                       	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""O2"(PP"P""O3")"Adv"))))))))        611	
18520	DEC	S Never Verb O1 O2 P O3                           	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""O2"(PP"P""O3")))))))))        611	
18521	DEC	S Never Verb O1 O2                                	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""O2"))))))))        611	
18522	DEC	S Never Verb O1 P O3 Adv                          	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1"(PP"P""O3")"Adv"))))))))        611	
18523	DEC	S Never Verb O1 P O3                              	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1"(PP"P""O3")))))))))        611	
18524	DEC	S Never Verb O1                                   	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1"))))))))        611	
18525	DEC	S Never Verb P O3 Adv                             	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")(PP"P""O3")"Adv"))))))))        611	
18526	DEC	S Never Verb P O3                                 	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")(PP"P""O3")))))))))        611	
18527	DEC	S Never Verb                                      	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](NegP[+FIN]"Never"(Negbar[+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")))))))))        611	
18587	DEC	S Verb Adv                                        	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"Adv"))))))        611	
18588	DEC	S Verb O1 Adv                                     	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""Adv"))))))        611	
18589	DEC	S Verb O1 O2 Adv                                  	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""O2""Adv"))))))        611	
18590	DEC	S Verb O1 O2 P O3 Adv                             	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""O2"(PP"P""O3")"Adv"))))))        611	
18591	DEC	S Verb O1 O2 P O3                                 	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""O2"(PP"P""O3")))))))        611	
18592	DEC	S Verb O1 O2                                      	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1""O2"))))))        611	
18593	DEC	S Verb O1 P O3 Adv                                	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1"(PP"P""O3")"Adv"))))))        611	
18594	DEC	S Verb O1 P O3                                    	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1"(PP"P""O3")))))))        611	
18595	DEC	S Verb O1                                         	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")"O1"))))))        611	
18596	DEC	S Verb P O3 Adv                                   	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")(PP"P""O3")"Adv"))))))        611	
18597	DEC	S Verb P O3                                       	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")(PP"P""O3")))))))        611	
18598	DEC	S Verb                                            	(CP[ILLOC DEC][+FIN](Cbar[ILLOC DEC][+FIN](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN]"S"(Ibar[ILLOC DEC][+FIN](VP[+FIN](Vbar[+FIN](V[+FIN]"Verb[+FIN]")))))))        611	
23500	IMP	Never Verb Adv                                    	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"Adv"))))))))        611	
23501	IMP	Never Verb O1 Adv                                 	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""Adv"))))))))        611	
23502	IMP	Never Verb O1 O2 Adv                              	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""O2""Adv"))))))))        611	
23503	IMP	Never Verb O1 O2 P O3 Adv                         	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")"Adv"))))))))        611	
23504	IMP	Never Verb O1 O2 P O3                             	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")))))))))        611	
23505	IMP	Never Verb O1 O2                                  	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""O2"))))))))        611	
23506	IMP	Never Verb O1 P O3 Adv                            	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1"(PP"P""O3")"Adv"))))))))        611	
23507	IMP	Never Verb O1 P O3                                	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1"(PP"P""O3")))))))))        611	
23508	IMP	Never Verb O1                                     	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1"))))))))        611	
23509	IMP	Never Verb P O3 Adv                               	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")(PP"P""O3")"Adv"))))))))        611	
23510	IMP	Never Verb P O3                                   	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")(PP"P""O3")))))))))        611	
23511	IMP	Never Verb                                        	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")))))))))        611	
23512	IMP	Not Verb Adv                                      	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"Adv"))))))))        611	
23513	IMP	Not Verb O1 Adv                                   	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""Adv"))))))))        611	
23514	IMP	Not Verb O1 O2 Adv                                	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""O2""Adv"))))))))        611	
23515	IMP	Not Verb O1 O2 P O3 Adv                           	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")"Adv"))))))))        611	
23516	IMP	Not Verb O1 O2 P O3                               	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")))))))))        611	
23517	IMP	Not Verb O1 O2                                    	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""O2"))))))))        611	
23518	IMP	Not Verb O1 P O3 Adv                              	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1"(PP"P""O3")"Adv"))))))))        611	
23519	IMP	Not Verb O1 P O3                                  	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1"(PP"P""O3")))))))))        611	
23520	IMP	Not Verb O1                                       	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1"))))))))        611	
23521	IMP	Not Verb P O3 Adv                                 	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")(PP"P""O3")"Adv"))))))))        611	
23522	IMP	Not Verb P O3                                     	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")(PP"P""O3")))))))))        611	
23523	IMP	Not Verb                                          	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")))))))))        611	
23524	IMP	Verb Adv                                          	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(VP(Vbar(V"Verb")"Adv"))))))        611	
23525	IMP	Verb O1 Adv                                       	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(VP(Vbar(V"Verb")"O1""Adv"))))))        611	
23526	IMP	Verb O1 O2 Adv                                    	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(VP(Vbar(V"Verb")"O1""O2""Adv"))))))        611	
23527	IMP	Verb O1 O2 P O3 Adv                               	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")"Adv"))))))        611	
23528	IMP	Verb O1 O2 P O3                                   	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")))))))        611	
23529	IMP	Verb O1 O2                                        	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(VP(Vbar(V"Verb")"O1""O2"))))))        611	
23530	IMP	Verb O1 P O3 Adv                                  	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(VP(Vbar(V"Verb")"O1"(PP"P""O3")"Adv"))))))        611	
23531	IMP	Verb O1 P O3                                      	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(VP(Vbar(V"Verb")"O1"(PP"P""O3")))))))        611	
23532	IMP	Verb O1                                           	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(VP(Vbar(V"Verb")"O1"))))))        611	
23533	IMP	Verb P O3 Adv                                     	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(VP(Vbar(V"Verb")(PP"P""O3")"Adv"))))))        611	
23534	IMP	Verb P O3                                         	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(VP(Vbar(V"Verb")(PP"P""O3")))))))        611	
23535	IMP	Verb                                              	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(VP(Vbar(V"Verb")))))))        611	
23788	Q  	Aux S Never Verb Adv                              	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"Adv"))))))))        611	
23789	Q  	Aux S Never Verb O1 Adv                           	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""Adv"))))))))        611	
23790	Q  	Aux S Never Verb O1 O2 Adv                        	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""O2""Adv"))))))))        611	
23791	Q  	Aux S Never Verb O1 O2 P O3 Adv                   	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")"Adv"))))))))        611	
23792	Q  	Aux S Never Verb O1 O2 P O3                       	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")))))))))        611	
23793	Q  	Aux S Never Verb O1 O2                            	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""O2"))))))))        611	
23794	Q  	Aux S Never Verb O1 P O3 Adv                      	(CP[ILLOC Q][+FIN](Cbar[ILLOC Q][+FIN](C[ILLOC Q][+FIN]"Aux[+FIN]")(IP[ILLOC Q][+FIN][SLASH Aux]"S"(Ibar[ILLOC Q][+FIN][SLASH Aux](I[ILLOC Q][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1"(PP"P""O3")"Adv"))))))))        611	
