UR #	ILLOC	SR	
10898	DEC	O3 S Aux Never Verb O1 P Adv                      	(CP[ILLOC DEC][+FIN]"O3[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O3]"Never"(Negbar[SLASH O3](VP[SLASH O3](Vbar[SLASH O3](V"Verb")"O1"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")"Adv"))))))))        611	
10899	DEC	O3 S Aux Never Verb O1 P                          	(CP[ILLOC DEC][+FIN]"O3[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O3]"Never"(Negbar[SLASH O3](VP[SLASH O3](Vbar[SLASH O3](V"Verb")"O1"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")))))))))        611	
10900	DEC	O3 S Aux Never Verb P Adv                         	(CP[ILLOC DEC][+FIN]"O3[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O3]"Never"(Negbar[SLASH O3](VP[SLASH O3](Vbar[SLASH O3](V"Verb")(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")"Adv"))))))))        611	
10901	DEC	O3 S Aux Never Verb P                             	(CP[ILLOC DEC][+FIN]"O3[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O3]"Never"(Negbar[SLASH O3](VP[SLASH O3](Vbar[SLASH O3](V"Verb")(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")))))))))        611	
10902	DEC	O3 S Aux Not Verb O1 O2 P Adv                     	(CP[ILLOC DEC][+FIN]"O3[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O3](NegBar[SLASH O3](Neg"Not")(VP[SLASH O3](Vbar[SLASH O3](V"Verb")"O1""O2"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")"Adv"))))))))        611	
10903	DEC	O3 S Aux Not Verb O1 O2 P                         	(CP[ILLOC DEC][+FIN]"O3[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O3](NegBar[SLASH O3](Neg"Not")(VP[SLASH O3](Vbar[SLASH O3](V"Verb")"O1""O2"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")))))))))        611	
10904	DEC	O3 S Aux Not Verb O1 P Adv                        	(CP[ILLOC DEC][+FIN]"O3[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O3](NegBar[SLASH O3](Neg"Not")(VP[SLASH O3](Vbar[SLASH O3](V"Verb")"O1"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")"Adv"))))))))        611	
10905	DEC	O3 S Aux Not Verb O1 P                            	(CP[ILLOC DEC][+FIN]"O3[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O3](NegBar[SLASH O3](Neg"Not")(VP[SLASH O3](Vbar[SLASH O3](V"Verb")"O1"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")))))))))        611	
10906	DEC	O3 S Aux Not Verb P Adv                           	(CP[ILLOC DEC][+FIN]"O3[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O3](NegBar[SLASH O3](Neg"Not")(VP[SLASH O3](Vbar[SLASH O3](V"Verb")(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")"Adv"))))))))        611	
10907	DEC	O3 S Aux Not Verb P                               	(CP[ILLOC DEC][+FIN]"O3[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP[SLASH O3](NegBar[SLASH O3](Neg"Not")(VP[SLASH O3](Vbar[SLASH O3](V"Verb")(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")))))))))        611	
10908	DEC	O3 S Aux Verb O1 O2 P Adv                         	(CP[ILLOC DEC][+FIN]"O3[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O3](Vbar[SLASH O3](V"Verb")"O1""O2"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")"Adv"))))))        611	
10909	DEC	O3 S Aux Verb O1 O2 P                             	(CP[ILLOC DEC][+FIN]"O3[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O3](Vbar[SLASH O3](V"Verb")"O1""O2"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")))))))        611	
10910	DEC	O3 S Aux Verb O1 P Adv                            	(CP[ILLOC DEC][+FIN]"O3[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O3](Vbar[SLASH O3](V"Verb")"O1"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")"Adv"))))))        611	
10911	DEC	O3 S Aux Verb O1 P                                	(CP[ILLOC DEC][+FIN]"O3[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O3](Vbar[SLASH O3](V"Verb")"O1"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")))))))        611	
10912	DEC	O3 S Aux Verb P Adv                               	(CP[ILLOC DEC][+FIN]"O3[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O3](Vbar[SLASH O3](V"Verb")(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")"Adv"))))))        611	
10913	DEC	O3 S Aux Verb P                                   	(CP[ILLOC DEC][+FIN]"O3[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP[SLASH O3](Vbar[SLASH O3](V"Verb")(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")))))))        611	
10932	DEC	O3 S Never Verb O1 O2 P Adv                       	(CP[ILLOC DEC][+FIN]"O3[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](NegP[+FIN][SLASH O3]"Never"(Negbar[+FIN][SLASH O3](VP[+FIN][SLASH O3](Vbar[+FIN][SLASH O3](V[+FIN]"Verb[+FIN]")"O1""O2"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")"Adv"))))))))        611	
10933	DEC	O3 S Never Verb O1 O2 P                           	(CP[ILLOC DEC][+FIN]"O3[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](NegP[+FIN][SLASH O3]"Never"(Negbar[+FIN][SLASH O3](VP[+FIN][SLASH O3](Vbar[+FIN][SLASH O3](V[+FIN]"Verb[+FIN]")"O1""O2"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")))))))))        611	
10934	DEC	O3 S Never Verb O1 P Adv                          	(CP[ILLOC DEC][+FIN]"O3[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](NegP[+FIN][SLASH O3]"Never"(Negbar[+FIN][SLASH O3](VP[+FIN][SLASH O3](Vbar[+FIN][SLASH O3](V[+FIN]"Verb[+FIN]")"O1"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")"Adv"))))))))        611	
10935	DEC	O3 S Never Verb O1 P                              	(CP[ILLOC DEC][+FIN]"O3[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](NegP[+FIN][SLASH O3]"Never"(Negbar[+FIN][SLASH O3](VP[+FIN][SLASH O3](Vbar[+FIN][SLASH O3](V[+FIN]"Verb[+FIN]")"O1"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")))))))))        611	
10936	DEC	O3 S Never Verb P Adv                             	(CP[ILLOC DEC][+FIN]"O3[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](NegP[+FIN][SLASH O3]"Never"(Negbar[+FIN][SLASH O3](VP[+FIN][SLASH O3](Vbar[+FIN][SLASH O3](V[+FIN]"Verb[+FIN]")(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")"Adv"))))))))        611	
10937	DEC	O3 S Never Verb P                                 	(CP[ILLOC DEC][+FIN]"O3[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](NegP[+FIN][SLASH O3]"Never"(Negbar[+FIN][SLASH O3](VP[+FIN][SLASH O3](Vbar[+FIN][SLASH O3](V[+FIN]"Verb[+FIN]")(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")))))))))        611	
10974	DEC	O3 S Verb O1 O2 P Adv                             	(CP[ILLOC DEC][+FIN]"O3[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](VP[+FIN][SLASH O3](Vbar[+FIN][SLASH O3](V[+FIN]"Verb[+FIN]")"O1""O2"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")"Adv"))))))        611	
10975	DEC	O3 S Verb O1 O2 P                                 	(CP[ILLOC DEC][+FIN]"O3[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](VP[+FIN][SLASH O3](Vbar[+FIN][SLASH O3](V[+FIN]"Verb[+FIN]")"O1""O2"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")))))))        611	
10976	DEC	O3 S Verb O1 P Adv                                	(CP[ILLOC DEC][+FIN]"O3[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](VP[+FIN][SLASH O3](Vbar[+FIN][SLASH O3](V[+FIN]"Verb[+FIN]")"O1"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")"Adv"))))))        611	
10977	DEC	O3 S Verb O1 P                                    	(CP[ILLOC DEC][+FIN]"O3[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](VP[+FIN][SLASH O3](Vbar[+FIN][SLASH O3](V[+FIN]"Verb[+FIN]")"O1"(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")))))))        611	
10978	DEC	O3 S Verb P Adv                                   	(CP[ILLOC DEC][+FIN]"O3[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](VP[+FIN][SLASH O3](Vbar[+FIN][SLASH O3](V[+FIN]"Verb[+FIN]")(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")"Adv"))))))        611	
10979	DEC	O3 S Verb P                                       	(CP[ILLOC DEC][+FIN]"O3[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH O3](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH O3]"S"(Ibar[ILLOC DEC][+FIN][SLASH O3](VP[+FIN][SLASH O3](Vbar[+FIN][SLASH O3](V[+FIN]"Verb[+FIN]")(PP[SLASH O3]"P""O3[+NULL][SLASH O3]")))))))        611	
15596	DEC	S Aux Never Verb Adv                              	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"Adv"))))))))        611	
15597	DEC	S Aux Never Verb O1 Adv                           	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""Adv"))))))))        611	
15598	DEC	S Aux Never Verb O1 O2 Adv                        	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""O2""Adv"))))))))        611	
15599	DEC	S Aux Never Verb O1 O2 P O3 Adv                   	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")"Adv"))))))))        611	
15600	DEC	S Aux Never Verb O1 O2 P O3                       	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")))))))))        611	
15601	DEC	S Aux Never Verb O1 O2                            	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""O2"))))))))        611	
15602	DEC	S Aux Never Verb O1 P O3 Adv                      	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1"(PP"P""O3")"Adv"))))))))        611	
15603	DEC	S Aux Never Verb O1 P O3                          	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1"(PP"P""O3")))))))))        611	
15604	DEC	S Aux Never Verb O1                               	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1"))))))))        611	
15605	DEC	S Aux Never Verb P O3 Adv                         	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")(PP"P""O3")"Adv"))))))))        611	
15606	DEC	S Aux Never Verb P O3                             	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")(PP"P""O3")))))))))        611	
15607	DEC	S Aux Never Verb                                  	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")))))))))        611	
15608	DEC	S Aux Not Verb Adv                                	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"Adv"))))))))        611	
15609	DEC	S Aux Not Verb O1 Adv                             	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""Adv"))))))))        611	
15610	DEC	S Aux Not Verb O1 O2 Adv                          	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""O2""Adv"))))))))        611	
15611	DEC	S Aux Not Verb O1 O2 P O3 Adv                     	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")"Adv"))))))))        611	
15612	DEC	S Aux Not Verb O1 O2 P O3                         	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")))))))))        611	
15613	DEC	S Aux Not Verb O1 O2                              	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""O2"))))))))        611	
15614	DEC	S Aux Not Verb O1 P O3 Adv                        	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1"(PP"P""O3")"Adv"))))))))        611	
15615	DEC	S Aux Not Verb O1 P O3                            	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1"(PP"P""O3")))))))))        611	
15616	DEC	S Aux Not Verb O1                                 	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1"))))))))        611	
15617	DEC	S Aux Not Verb P O3 Adv                           	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")(PP"P""O3")"Adv"))))))))        611	
15618	DEC	S Aux Not Verb P O3                               	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")(PP"P""O3")))))))))        611	
15619	DEC	S Aux Not Verb                                    	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")))))))))        611	
15620	DEC	S Aux Verb Adv                                    	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"THAT[+NULL]")(IP[ILLOC DEC][+FIN][SLASH S]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN](I[ILLOC DEC][+FIN]"Aux[+FIN]")(VP(Vbar(V"Verb")"Adv"))))))        611	
